Code,Device,Manufacturer,Base,Package,Leaded Equivalent/Data
AEX,MAX6138BEXR12-T,Max,L,SC70-3,Shunt Voltage Ref. (output 1.2205 V / 0.2%)
AEX,MAX6408BS29-T,Max,UC4,UCSP-4,"Volt. Detect. (2.930 V/Open Drain,Active-Low)"
AEY,MAX6138CEXR12-T,Max,L,SC70-3,Shunt Voltage Ref. (output 1.2205 V / 0.5%)
AEY,MAX6408BS30-T,Max,UC4,UCSP-4,"Volt. Detect. (3.000 V/Open Drain,Active-Low)"
AEZ,MAX6408BS31-T,Max,UC4,UCSP-4,"Volt. Detect. (3.080 V/Open Drain,Active-Low)"
AF,ZMV834A,Zet,I,SOD323,varicap hyperabrupt 28V 47pF@2V
AFs,BCW60FF,Sie,N,SOT23,BCY58
AFA,MAX6138AEXR21-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.0480 V / 0.1%)
AFA,MAX6409BS33-T,Max,-,UCSP-4,"Volt. Detect. (3.300 V / Push-Pull, Active-Low)"
AFAA,MAX809RXR,Max,ZB,SOT23,microproc -ve reset gen 3.0V
AFB,MAX6138BEXR21-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.0480 V / 0.2%)
AFB,MAX6409BS34-T,Max,UC4,UCSP-4,"Volt. Detect. (3.400 V / Push-Pull, Active-Low)"
AFC,MAX6138CEXR21-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.0480 V / 0.5%)
AFC,MAX6409BS35-T,Max,UC4,UCSP-4,"Volt. Detect. (3.500 V / Push-Pull, Active-Low)"
AFD,MAX6409BS36-T,Max,UC4,UCSP-4,"Volt. Detect. (3.600 V / Push-Pull, Active-Low)"
AFE,MAX6138AEXR25-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.5000 V / 0.1%)
AFE,MAX6409BS37-T,Max,UC4,UCSP-4,"Volt. Detect. (3.700 V / Push-Pull, Active-Low)"
AFF,MAX6138BEXR25-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.5000 V / 0.2%)
AFF,MAX6409BS38-T,Max,UC4,UCSP-4,"Volt. Detect. (3.800 V / Push-Pull, Active-Low)"
AFG,MAX6138CEXR25-T,Max,L,SC70-3,Shunt Voltage Ref. (output 2.5000 V / 0.5%)
AFG,MAX6409BS39-T,Max,UC4,UCSP-4,"Volt. Detect. (3.900 V / Push-Pull, Active-Low)"
AFH,MAX6409BS40-T,Max,UC4,UCSP-4,"Volt. Detect. (4.000 V / Push-Pull, Active-Low)"
AFI,MAX6138AEXR30-T,Max,L,SC70-3,Shunt Voltage Ref. (output 3.0000 V / 0.1%)
AFI,MAX6409BS41-T,Max,UC4,UCSP-4,"Volt. Detect. (4.100 V / Push-Pull, Active-Low)"
AFJ,MAX6138BEXR30-T,Max,L,SC70-3,Shunt Voltage Ref. (output 3.0000 V / 0.2%)
AFJ,MAX6409BS42-T,Max,UC4,UCSP-4,"Volt. Detect. (4.200 V / Push-Pull, Active-Low)"
AFK,MAX6138CEXR30-T,Max,L,SC70-3,Shunt Voltage Ref. (output 3.0000 V / 0.5%)
AFK,MAX6409BS43-T,Max,UC4,UCSP-4,"Volt. Detect. (4.300 V / Push-Pull, Active-Low)"
AFL,MAX6409BS44-T,Max,UC4,UCSP-4,"Volt. Detect. (4.380 V / Push-Pull, Active-Low)"
AFM,MAX6138AEXR41-T,Max,L,SC70-3,Shunt Voltage Ref. (output 4.0960 V / 0.1%)
AFM,MAX6409BS45-T,Max,UC4,UCSP-4,"Volt. Detect. (4.500 V / Push-Pull, Active-Low)"
AFN,MAX6138BEXR41-T,Max,L,SC70-3,Shunt Voltage Ref. (output 4.0960 V / 0.2%)
AFN,MAX6409BS46-T,Max,UC4,UCSP-4,"Volt. Detect. (4.630 V / Push-Pull, Active-Low)"
AFO,MAX6138CEXR41-T,Max,L,SC70-3,Shunt Voltage Ref. (output 4.0960 V / 0.5%)
AFQ,MAX6138AEXR50-T,Max,L,SC70-3,Shunt Voltage Ref. (output 5.0000 V / 0.1%)
AFR,MAX6138BEXR50-T,Max,L,SC70-3,Shunt Voltage Ref. (output 5.0000 V / 0.2%)
AFS,MAX6138CEXR50-T,Max,L,SC70-3,Shunt Voltage Ref. (output 5.0000 V / 0.5%)
AG,ZMV835A,Zet,I,SOD323,varicap hyperabrupt 28V 68pF@2V
AG,BCX70G,Phi,N,SOT23,BCY59-vii BC107
AGs,BCX70G,Sie,N,SOT23,BCY59-vii BC107
AGp,BCX70G,Phi,N,SOT23,BCY59-vii BC107
AGt,BCX70G,Phi,N,SOT23,BCY59-vii BC107
AG,BCX52-10,Sie,P,SOT89,60V pnp BCX52 hfe 100
AGAA,MAX810LXR,Max,ZB,SOT23,microproc +ve reset gen 5.0V
AH,BCX70H,Phi,N,SOT23,BCY59-viii BC107B
AHs,BCX70H,Sie,N,SOT23,BCY59-viii BC107B
AHp,BCX70H,Phi,N,SOT23,BCY59-viii BC107B
AHt,BCX70H,Phi,N,SOT23,BCY59-viii BC107B
AH,BCP53,Mot,P,SOT223,pnp amp 80V 150mA
AH,BCX53,Sie,P,SOT89,pnp 80V audio comp BCX56
AH,ZMV930,Zet,I,SOD323,2.9-8.3pF hyperabrupt varicap
AHAA,MAX810MXR,Max,ZB,SOT23,microproc +-ve reset gen 5.0V
AJ,BCX70J,Phi,N,SOT23,BCY59-ix BC107
AJ s,BCX70J,Sie,N,SOT23,BCY59-ix BC107
AJp,BCX70J,Phi,N,SOT23,BCY59-ix BC107
AJt,BCX70J,Phi,N,SOT23,BCY59-ix BC107
AJ,ZMV931,Zet,I,SOD323,4 -13.5pF hyperabrupt varicap
AJAA,MAX810TXR,MAX,ZB,SOT23,microproc +ve reset gen 3.3V
AK,BCX70K,Phi,N,SOT23,BCY59-x BC107
AK,ZMV932,Zet,I,SOD323,5.5-17pF hyperabrupt varicap
AKs,BCX70K,Sie,N,SOT23,BCY59-x BC107
AKp,BCX70K,Phi,N,SOT23,BCY59-x BC107
AKp,BCX70K,Phi,N,SOT23,BCY59-x BC107
AK,BCX53-10,Sie,P,SOT89,pnp 80V BCX53 hfe 100
AKAA,MAX810SXR,MAX,ZB,SOT23,microproc +ve reset gen 3.3V
AL,BCX53-16,Sie,P,SOT89,80V pnp BCX53 hfe 100
AL,MMBTA55L,Mot,N,SOT23,pnp 25V (MPSA55)
AL,ZMV933,Zet,I,SOD323,12-42pF hyperabrupt varicap
ALs,BFP405,Sie,MQ,SOT343,-
ALAA,MAX810SXR,MAX,ZB,SOT23,microproc +ve reset gen 3.0V
AM,MMBT3904W,Mot,N,SOT323,2N3904
AM,BCX52-16,Sie,P,SOT89,pnp 60V BCX52 hfe 160
AMs,BFP420,Sie,MQ,SOT343,npn fT 25GHz 4.5V 35mA
AM,BSS64,Mot,N,SOT23,npn 80V 0.1A fT 60MHz
AMs,BSS64,Sie,N,SOT23,npn 80V 0.1A fT 60MHz
AMp,BSS64,Phi,N,SOT23,npn 80V 0.1A fT 60MHz
AMt,BSS64,Phi,N,SOT23,npn 80V 0.1A fT 60MHz
AM,ZMV933A,Zet,I,SOD323,12-42pF hyperabrupt varicap
AN,BCW60FN,Sie,N,SOT23,gp npn 35V 0.2A
ANs,BFP450,Sie,MQ,SOT343,npn fT 25GHz 4.5V 100mA
AN,ZMV934,Zet,I,SOD323,25-95pF hyperabrupt varicap
AO,BCW60AR,ITT,R,SOT23R,BCY58-vii
AO,ZMV934A,Zet,I,SOD323,25-95pF hyperabrupt varicap
AP,BCW60BR,ITT,R,SOT23R,BCY58-viii
APs,BFP520,Sie,MQ,SOT343,npn fT 40GHz 2.5V 40mA
A-Q,2PD1820AQ,Phi,N,SOT323,gp sw amp 50V npn hfe 85-170
AtQ,2PD1820AQ,Phi,N,SOT323,gp sw amp 50V npn hfe 85-170
AR,BCW60CR,ITT,R,SOT23R,BCY58-ix
AR,MSD709R,Mot,N,-,pnp gp 25V
AR1,BSR40,Phi,P,SOT89,npn 70V 1A 1.35W hfe 40-120
AR2,BSR41,Phi,P,SOT89,npn 70V 1A 1.35W hfe 100-300
AR3,BSR42,Phi,P,SOT89,npn 90V 1A 1.35W hfe 40-120
AR4,BSR43,Phi,P,SOT89,npn 90V 1A 1.35W hfe 100-300
A-Q,2PD1820AR,Phi,N,SOT323,gp sw amp 50V npn hfe 120-240
AtQ,2PD1820AR,Phi,N,SOT323,gp sw amp 50V npn hfe 120-240
A-S,2PD1820AS,Phi,N,SOT323,gp sw amp 50V npn hfe 170-340
AtS,2PD1820AS,Phi,N,SOT323,gp sw amp 50V npn hfe 170-340
AS,BCW60DR,ITT,R,SOT23R,BCY58-x
AS,MSD709S,Mot,N,-,pnp gp 25V
ASs,BAT18-05,Sie,B,SOT23,dual BAT18 RF pin
AS1,BST50,Mot,P,SOT89,npn darlington 0.5A 60V
AS2,BST51,Mot,P,SOT89,npn darlington 0.5A 80V
AS3,BST52,Mot,P,SOT89,npn darlington 0.5A 90V
AS3,BSP52,Mot,P,SOT223,npn darlington 0.5A hfe 2000
ATs,BAT18-06,Sie,A,SOT23,dual ca BAT18 RF pin
ATs,BFP540,Sie,MQ,SOT343,npn microwave
AUs,BAT18-04,Sie,D,SOT23,dual BAT18 RF pin
AU,BCW60GR,ITT,R,SOT23R,BCY58
AV,DAN212K,Roh,C,-,80V 100mA sw
AW,BCW60HR,ITT,R,SOT23R,BCY58
AX,BCX70JR,ITT,R,SOT23R,BCY59-ix
AY,BCX70KR,ITT,R,SOT23R,BCY59-x
AY,MMBD1000,Mot,C,SOT23,Si sw diode 30V 0.2A
B,MRF957,Mot,N,SOT323,npn RF fT 9GHz
B,BAS16-03W,Sie,I,SOD323,Varicap 18pF 1V
B,BB555,Sie,I,SCD80,Varicap 18pF 1V
B0,BZX399C4V3,Phi,I,SOD323,4.3V 0.3W zener
B0,HSMS-2810,HP,C,SOT23,HP2810 schottky
B0,HSMS-281B,HP,C,SOT323,HP2810 schottky
B08,SST6908,Sil,ZQ,-,2N6908 prot n-ch jfet
B09,SST6909,Sil,ZQ,-,2N6909 prot n-ch jfet
B1,BZX399C1V8,Phi,I,SOD323,1.8V 0.3W zener
B1,HSMS-2811,HP,K,SOT23,HP2811 schottky
B1,BAS40,Mot,C,SOT23,schottky sw diode
B10,SST6910,Sil,ZQ,-,2N6910 prot n-ch jfet
B2,BZX399C2V0,Phi,I,SOD323,2.0V 0.3W zener
B2,BSV52,Phi,N,SOT23,BSX20 12V fT 400MHz sw
B2p,BSV52,Phi,N,SOT23,BSX20 12V fT 400MHz sw
B2t,BSV52,Phi,N,SOT23,BSX20 12V fT 400MHz sw
B2,HSMS-2812,HP,D,SOT23,dual HP2810 schottky
B2,HSMS-281C,HP,D,SOT323,dual HP2810 schottky
B3,BZX399C2V2,Phi,I,SOD323,2.2V 0.3W zener
B3,HSMS-2813,HP,A,SOT23,dual ca HP2810 schottky
B3,MMBD717L,Mot,A,SOT323,dual ca schottky
B4,BZX399C2V4,Phi,I,SOD323,2.4V 0.3W zener
B4,BSV52R,Phi,R,SOT23R,BSX20
B4,HSMS-2814,HP,B,SOT23,dual cc HP2810 schottky
B5,BZX399C2V7,Phi,I,SOD323,2.7V 0.3W zener
B5,HSMS-2815,HP,S,SOT143,dual HP2810 schottky
B6,BZX399C3V0,Phi,I,SOD323,3.0V 0.3W zener
B6,BAT54A,Mot,A,SOT23,dual ca 30V schottky
B7,BZX399C3V3,Phi,I,SOD323,3.3V 0.3W zener
B7,HSMS-2817,HP,RQ,SOT143,HP2810 ring quad
B8,BZX399C3V6,Phi,I,SOD323,3.6V 0.3W zener
B8,HSMS-2818,HP,BQ,SOT143,HP2810 bridge quad
B9,BZX399C3V9,Phi,I,SOD323,3.9V 0.3W zener
B9,2SC4617,Mot,N,SC90,npn gp
B26,BF570,Phi,SOT23,-
BA,BCX54,Sie,P,SOT89,npn AF 45V comp BCX51
BA,BCW61A,Phi,N,SOT23,BCY78-vii
BAp,BCW61A,Phi,N,SOT23,BCY78-vii
BAt,BCW61A,Phi,N,SOT23,BCY78-vii
BA,DAN217,Roh,D,-,80V 100mA dual
BA,BZX399C4V7,Phi,I,SOD323,4.7V 0.3W zener
BB,BCW61B,Phi,N,SOT23,BCY78-viii
BBs,BCW61B,Sie,N,SOT23,BCY78-viii
BBp,BCW61B,Phi,N,SOT23,BCY78-viii
BBt,BCW61B,Phi,N,SOT23,BCY78-viii
BB,BAR81,Sie,NQ,SOT143,Dual pin shunt switch
BB,BZX399C5V1,Phi,I,SOD323,5.1V 0.3W zener
BBs,BAR81W,Sie,NQ,SOT343,Dual pin shunt switch
BC,BCW61C,Phi,N,SOT23,BCY78-ix
BCs,BCW61C,Sie,N,SOT23,BCY78-ix
BC,BCX54-10,Sie Phi,P,SOT89,npn hfe100
BC,BZX399C5V6,Phi,I,SOD323,5.6V 0.3W zener
BCp,BCW61C,Phi,N,SOT23,BCY78-ix
BCt,BCW61C,Phi,N,SOT23,BCY78-ix
BD,BCW61D,Phi,N,SOT23,BCY78-x
BDs,BCW61D,Sie,N,SOT23,BCY78-x
BDp,BCW61D,Phi,N,SOT23,BCY78-x
BDt,BCW61D,Phi,N,SOT23,BCY78-x
BD,BCX54-16,Sie,P,SOT89,npn hfe160 comp BCX51-16
BD,BZX399C6V2,Phi,I,SOD323,6.2V 0.3W zener
BD,ZHCS400,Zet,E,SOT23,40V 0.4A schottky diode
BE,BAS70,Mot,C,SOT23,schottky sw diode
BE,BCX55,Sie,P,SOT89,npn AF 60V comp BCX52
BE,BZX399C6V8,Phi,I,SOD323,6.8V 0.3W zener
BF,BCW61FF,Sie,N,SOT23,low noise BCW61
BF,BZX399C7V5,Phi,I,SOD323,7.5V 0.3W zener
BG,BCX71G,Phi,N,SOT23,BCY79-vii
BGs,BCX71G,Sie,N,SOT23,BCY79-vii
BGp,BCX71G,Phi,N,SOT23,BCY79-vii
BGt,BCX71G,Phi,N,SOT23,BCY79-vii
BG,BCX55-10,Sie Phi,P,SOT89,npn hfe 100
BG,BZX399C8V2,Phi,I,SOD323,8.2V 0.3W zener
BH,BCX71H,Phi,N,SOT23,BCY79-viii
BHs,BCX71H,Sie,N,SOT23,BCY79-viii
BHp,BCX71H,Phi,N,SOT23,BCY79-viii
BHt,BCX71H,Phi,N,SOT23,BCY79-viii
BH,BCP56,Mot,P,SOT223,npn amp 80V 150mA
BH,BCX56,Sie,P,SOT89,npn AF 80V
BH,BZX399C9V1,Phi,I,SOD323,9.1V 0.3W zener i
BJ,BCX71J,Phi,N,SOT23,BCY79-ix
BJs,BCX71J,Sie,N,SOT23,BCY79-ix
BJp,BCX71J,Phi,N,SOT23,BCY79-ix
BJt,BCX71J,Phi,N,SOT23,BCY79-ix
BJ,BZX399C10,Phi,I,SOD323,10V 0.3W zener
BK,BCP56-10,Mot,P,SOT223,npn amp 80V 150mA
BK,BCX71K,Phi,N,SOT23,BCY79
BKs,BCX71K,Sie,N,SOT23,BCY79
BKp,BCX71K,Phi,N,SOT23,BCY79
BKt,BCX71K,Phi,N,SOT23,BCY79
BK,BCX56-10,Sie,P,SOT89,npn hfe 100
BK,BZX399C11,Phi,I,SOD323,11V 0.3W zener
BL,MBD54DW,Mot,DL,SOT363,2x schottky detector diodes
BL,BCP56-16,Mot,P,SOT223,npn amp 80V 150mA
BL,BCX56-16,Sie,P,SOT89,npn hfe 160
BL,BZX399C12,Phi,I,SOD323,12V 0.3W zener
BL,BGA310,Sie,GQ,SOT143,MMIC amp 9dB @1GHz
BLs,BGA420,Sie,HQ,SOT343,MMIC amp 13 dB @1.8GHz
BM,BSS63L,Mot,N,SOT23,100v pnp comp BSS64
BMp,BSS63,Phi,N,SOT23,100v pnp comp BSS64
BMt,BSS63,Phi,N,SOT23,100v pnp comp BSS64
BM,BCX55-16,Sie,P,SOT89,npn hfe 160
BM,BGA312,Sie,GQ,SOT143,MMIC amp 11dB @1GHz
BM,BZX399C13,Phi,I,SOD323,13V 0.3W zener
BMs,BG427,Sie,HQ,SOT343,MMIC amp 18 dB @1.8GHz
BNs,BCW61FN,Sie,N,SOT23,low noise BCW61
BN,BZX399C15,Phi,I,SOD323,15V 0.3W zener
BN,BGA318,Sie,GQ,SOT143,MMIC amp 16dB @1GHz
BO,BCW61AR,Phi,N,SOT23,"BCX78, BCY78-vii"
BP,BCW61BR,Phi,N,SOT23,BCY78-viii
BP,BZX399C16,Phi,I,SOD323,16V 0.3W zener
BQ,BZX399C18,Phi,I,SOD323,18V 0.3W zener in SOD323
BQ,2PB709AQ,Phi,N,SC-59,PNP 45V 0.1A hfe 160-260
BR,BCW61CR,Phi,N,SOT23,BCY78-ix
BR,2SC2412K,Roh,N,-,npn 50V 150mA min hfe 180
BR,2SC4081,Roh,N,UMT,2SC2412K above
BR,2SC4617,Roh,N,EM3,2SC2412K above
BR,MSB1218A,Mot,N,SOT323,gp pnp 45V
BR,BZX399C20,Phi,I,SOD323,20V 0.3W zener
BR,2PB709AR,Phi,N,SC-59,pnp45V 0.1A hfe 210-340
BR1,BSR30,Phi,P,SOT89,pnp 70V 1A 1.35W hfe 40-120
BR2,BSR31,Phi,P,SOT89,pnp 70V 1A 1.35W hfe 100-300
BR4,BSR33,Phi,P,SOT89,pnp 90V 1A 1.35W hfe 100-300
BS,BCW61DR,Phi,R,SOT23,BCY78-x
BS,BZX399C22,Phi,I,SOD323,22V 0.3W zener
BS,2PB709AS,Phi,N,SC-59,pnp 45V 0.1A hfe 290-460
BS1,BST60,Mot,P,SOT89,pnp darlington 0.5A 60V
BS2,BST61,Mot,P,SOT89,pnp darlington 0.5A 80V
BS3,BST62,Mot,P,SOT89,pnp darlington 0.5A 90V
BS3,BSP62,Mot,P,SOT89,pnp darlington 0.5A hfe 2000
BT,BZX399C24,Phi,I,SOD323,24V 0.3W zener
BT2,BSP16,Mot,P,SOT223,pnp –300V 1A
BT2,BST16,Phi,P,SOT89,pnp –300V 1A
BU,BCX71GR,Phi,N,SOT23,BCX79-vii
BU,BZX399C27,Phi,I,SOD323,27V 0.3W zener
BV,BZX399C30,Phi,I,SOD323,30V 0.3W zener
BW,BCW71HR,Phi,N,SOT23R,BCX79-viii
BW,BZX399C33,Phi,I,SOD323,33V 0.3W zener
BX,BCW71JR,Phi,N,SOT23R,BCX79-ix
BX,BZX399C36,Phi,I,SOD323,36V 0.3W zener
BY,BCW71KR,Phi,N,SOT23R,BCX79-x
BY,BZX399C39,Phi,I,SOD323,39V 0.3W zener
BZ,BZX399C43,Phi,I,SOD323,43V 0.3W zener
C,BB565,Sie,I,SCD80,uhf varicap 2-20pF
C white,BAT165,Sie,I,-,40V 750mA sw Schottky
C,KV1832E,Tok,I,URD,uhf varicap 4-17pf
C0,HSMS-2820,HP,C,SOT23,HP2835 schottky
C0,HSMS-282B,HP,C,SOT323,HP2835 schottky
C1,HSMS-2821,HP,K,SOT23,HP2835 schottky
C1,BCW29,Phi,N,SOT23,BC178A
C1p,BCW29,Phi,N,SOT23,BC178A
C1t,BCW29,Phi,N,SOT23,BC178A
C1,BFQ51C,Phi,CX,SOT173,pnp BFR90A complement
C2,BCW30,Phi,N,SOT23,BC178B
C2p,BCW30,Phi,N,SOT23,BC178B
C2t,BCW30,Phi,N,SOT23,BC178B
C2,BFQ32C,Phi,CX,SOT173,pnp 4.5GHz 15V 100mA
C2,HSMS-2822,HP,D,SOT23,dual HP2835 schottky
C2,HSMS-282C,HP,D,SOT323,dual HP2835 schottky
C2,SST112,Tem,F,SOT23,J112 analog sw n-ch jfet
C2A,ZDC833A,Zet,B,SOT23,dual cc 28V varicap 15pF @2V
C3,HSMS-2823,HP,A,SOT23,dual HP2835 schottky
C3,BFQ23C,Phi,CX,SOT173,pnp complement BFP91A
C3,SMBT4126,Sie,N,-,2N4126
C3,SST113,Tem,F,SOT23,J113 analog sw jfet
C4,BCW29R,Phi,R,SOT23R,BC178A
C4,HSMS-2824,HP,B,SOT23,dual HP2835 schottky
C5,MMBA811C5,Mot,N,-,2N5086 pnp hfe 135-270
C5,BCW30R,Phi,R,SOT23R,BC178B
C5,HSMS-2825,HP,S,SOT143,dual HP2835 schottky
C5A,ZDC834A,Zet,B,SOT23,dual cc 28V varicap 47pF @2V
C6,MMBA811C6,Mot,N,-,2N5086 pnp hfe 200-400
C7,MMBA811C7,Mot,N,-,2N5086 pnp hfe 300-600
C7,HSMS-2827,HP,RQ,SOT143,HP2835 ring quad
C8,HSMS-2828,HP,BQ,SOT143,HP2835 bridge quad
C8,BCF30,SGS,N,SOT23,BC559B
C8,MMBA811C8,Mot,N,-,2N5086 pnp hfe 450-900
C11,SST111,Sil,F,SOT23,J111 n-ch fet
C12,SST112,Sil,F,SOT23,J112 n-ch fet
C13,SST113,Sil,F,SOT23,J113 n-ch fet
C38,SST5638,Sil,F,SOT23,2N5638
C39,SST5639,Sil,F,SOT23,2N5639
C40,SST5640,Sil,F,SOT23,2N5640
C41,SST4091,Sil,F,SOT23,2N4091
C42,SST4092,Sil,F,SOT23,2N4092
C43,SST4093,Sil,F,SOT23,2N4093
C56,SST4856,Sil,F,SOT23,2N4856
C57,SST4857,Sil,F,SOT23,2N4857
C58,SST4858,Sil,F,SOT23,2N4858
C59,SST4859,Sil,F,SOT23,2N4859
C60,SST4860,Sil,F,SOT23,2N4860
C61,SST4861,Sil,F,SOT23,2N4861
C91,SST4391,Sil,F,SOT23,2N4391
C92,SST4392,Sil,F,SOT23,2N4392
C93,SST4393,Sil,F,SOT23,2N4393
CA,BCW61AR,Phi,R,SOT23R,BCY78-vii
CA,BCP68,Mot,P,SOT223,20V 1A npn
CA,ZMV829B,Zet,I,SOD323,varicap hyperab 28V 8.2pF@2V
CB,BCX68-10,Sie,P,SOT89,npn AF 20V 2A hfe 100
CB,BCW61BR,Phi,R,SOT23R,BCY78-viii
CB,ZMV830B,Zet,I,SOD323,varicap hyperabrupt 28V 10pF@2V
CC,BCW61CR,Phi,R,SOT23R,BCY78-ix
CC,BCX68-16,Sie,P,SOT89,npn AF 20V 2A hfe 160
CC,ZMV831B,Zet,I,SOD323,varicap hyperabrupt 28V 15pF@2V
CC,ZMDC831B,Zet,B,SOT323,dual cc ZMV831B (above)
CD,BCW61DR,Phi,R,SOT23R,BCY78-x
CD,BCX68-25,Sie,P,SOT89,npn AF 20V 2A hfe 250
CD,ZMV832B,Zet,I,SOD323,varicap hyperabrupt 28V 22pF@2V
CD,ZMDC832B,Zet,B,SOT323,dual cc ZMV832B (above)
CDs,BSS81B,Sie,N,SOT23,npn sw 35V 0.8A
CE,BCP69,Mot,P,SOT223,20V 1A pnp
CE,ZMV833B,Zet,I,SOD323,varicap hyperabrupt 28V 33pF@2V
CEs,BSS79B,Sie,N,SOT23,npn 40V 0.8A hfe 40-120
CF,BSS79C,Sie,N,SOT23,npn 40V 0.8A hfe 100 min
CF,BCX69-10,Sie,P,SOT89,pnp AF 20V 2A hfe 100
CF,ZMV834B,Zet,I,SOD323,varicap hyperabrupt 28V 47pF@2V
CG,BCX71GR,Phi,R,SOT23R,BCY79-vii
CG,BCX69-16,Sie,P,SOT89,pnp AF 20V 2A hfe 160
CG,ZMV835B,Zet,I,SOD323,varicap hyperabrupt 28V 68pF@2V
CGs,BSS81C,Sie,N,SOT23,npn sw 35V 1A
CHs,BSS80B,Sie,N,SOT23,pnp 40V 0.8A hfe 40-120
CH,BSS82BL,Mot,N,SOT23,pnp 60V
CH,BCX69-25,Sie,N,SOT89,pnp AF 20V 2A hfe 250
CJs,BSS80C,Sie,N,SOT23,pnp 40V 0.8A hfe 100 min
CK,BCX71JR,Phi,R,SOT23R,BCY79-viii
CLs,BSS82B,Sie,N,SOT23,pnp 60V 0.8A hfe 40-120
CMs,BSS82C,Sie,N,SOT23,pnp 60V 0.8A hfe 100 min
CQ,2SC2411K,Roh,N,-,npn darlington
CQ,MSD710Q,Mot,N,SOT346,pnp gp 25V 150mA
CR,MSD701R,Mot,N,SOT346,pnp gp 25V 150mA
D,BB659,Sie,I,SCD80,2-38p varicap
D,BAS21-03W,Sie,I,SOD323,-
D,1SS376,Roh,I,USM,300V 50mA sw
D,MRF577,Mot,N,SOT323,npn RF fT 7GHz
D0,HSMP-3800,HP,C,SOT23,HP3800 pin atten diode
D1,BCW31,Phi,N,SOT23,BC108A
D1p,BCW31,Phi,N,SOT23,BC108A
D1t,BCW31,Phi,N,SOT23,BC108A
D1,HSMP-3801,HP,K,-,HP3800 pin atten diode
D1,SST211,Tem,XQ,-,n-ch mosfet 30V 1nS
D2,BCW32,Phi,N,SOT23,BC108B
D2p,BCW32,Phi,N,SOT23,BC108B
D2t,BCW32,Phi,N,SOT23,BC108B
D2,HSMP-3802,HP,D,-,dual HP3800 pin atten diode
D3,BCW33,Phi,N,SOT23,BC108C
D3p,BCW33,Phi,N,SOT23,BC108C
D3t,BCW33,Phi,N,SOT23,BC108C
D3B,RB420D,Roh,C,-,25V 100mA schottky
D3E,RB411D,Roh,C,SOT23,20V 500mA schottky
D3J,RB420D,Roh,C,-,25V 100mA schottky
D3L,RB706D-40,Roh,B,-,dual 45V 30mA schottky
D4,BCW31R,Phi,R,SOT23R,BC108A
D4,HSMP-3804,HP,B,SOT23,dual cc HP3800 pin atten diode
D5,SST215,Tem,XQ,-,n-ch mosfet 20V 1nS
D5,BCW32R,Phi,R,SOT23R,BC108B
D6,BCW33R,Phi,R,SOT23R,BC108C
D6,MMBC1622D6,Mot,N,-,MPS3904 hfe 200-400
D7p,BCF32,Phi,N,SOT23,-
D7t,BCF32,Phi,N,SOT23,-
D7,MMBC1622D7,Mot,N,-,MPS3904 hfe 300-600
D8p,BCF33,Phi,N,SOT23,BC146/03
D11,SST211,Sil,XQ,-,n-ch mosfet sw
D13,SST213,Sil,XQ,-,n-ch mosfet sw
D11,SST215,Sil,XQ,-,n-ch mosfet sw
D58,FLLD261,Zet,B,SOT23,low leakage dual cc Si diode
D63,FLLD263,Zet,A,SOT23,low leakage dual ca Si diode
D76,BAR18J,SGS,I,SOD232,schottky 70V 15mA
D76,BAR18,SGS,C,SOT23,schottky 70V 30mA
D85,BAT17DS,SGS,D,-,2xBA481
D86,BAT54J,ST,I,SOD232,schottky 30V 300mA
D86,BAT54,ST,C,SOT23,schottky 30V 300mA
D87,BAT54C,ST,B,SOT23,dual cc schottky 30V 300mA
D88,BAT54S,ST,D,SOT23,dual series schottky 30V 300mA
D94,BAR42,SGS,C,SOT23,schottky 30V 100mA
D95,BAR43,SGS,C,SOT23,schottky 30V 100mA
D96,BAS70-04,SGS,D,SOT23,2xBAR18
D97,BAS70-05,SGS,B,SOT23,2xBAR18
D98,BAS70-06,SGS,A,SOT23,2xBAR18
DA,BCW67A,SGS,N,SOT23,pnp 32V 0.8A hfe 100 min
DA,BF622,Sie,P,SOT89,npn 250V video o/p
DA5,BAR43S,SGS,D,SOT23,2xBAR43
DB,BCW67B,SGS,N,SOT23,pnp 32V 0.8A hfe 160 min
DB,BF623,Sie,P,SOT89,pnp 250V video o/p
DB1,BAR43A,SGS,A,SOT23,2xBAR43
DB2,BAR43C,SGS,B,SOT23,2xBAR43
DC,BCW67C,SGS,N,SOT23,pnp 32V 0.8A hfe 250 min
DC,BF720,Mot,P,SOT223,npn 1.5W 300V
DC,BFN20,Sie,P,SOT89,npn video o/p 300V comp BFN21
DD,BFN16,Sie,P,SOT89,npn video o/p 250V comp BFN17
DE,BFN18,Sie,P,SOT89,npn video o/p 300Vcomp BFN19
DF,BCW68F,SGS,N,SOT23,pnp 45V 0.8A hfe 100 min
DF,BF721,Mot,P,SOT223,pnp 1.5W 300V
DF,BFN21,Sie,P,SOT89,pnp 300V video o/p comp BFN20
DG,BCW68G,SGS,N,SOT23,pnp 45V 0.8A hfe 160 min
DG,BFN17,Sie,P,SOT89,pnp video o/p 250V comp BFN16
